node_type,node_id,x_km,y_km
MDC,0,435.0719251412339,643.4695035000622
MDC,1,406.0598190801114,610.5330921712382
MDC,2,800.8541002069574,618.1712035383568
MDC,3,172.52409543459478,710.6629921158238
MDC,4,138.99600163073535,803.8273670094235
SA,0,389.0856259553471,166.57130220548873
SA,1,181.05647212874044,196.83098650939047
SA,2,319.440591699971,101.68820851392978
SA,3,682.1841794988267,183.16494205320947
SA,4,605.5624541106145,205.10334847195776
SA,5,259.3414589377396,119.93644083567736
SA,6,8.77756345180951,91.57020712436847
SA,7,463.5588787772505,97.03780979191193
SA,8,382.9605533116999,228.09880779246544
SA,9,589.3941590983663,94.67519793272236
commodity_supplier,0,292.5205807499602,222.970042202726
commodity_supplier,1,642.8185696281892,94.89899562918298
commodity_supplier,2,745.8840690304537,100.98916642568105
commodity_supplier,3,627.6480838826473,107.70158938462522
commodity_supplier,4,767.658050585019,149.25661423041464
commodity_supplier,5,43.608188101192695,82.56557063372061
commodity_supplier,6,665.0881797738353,91.23939256809585
commodity_supplier,7,225.31202303301131,142.99690132130368
commodity_supplier,8,503.3909082865016,106.28562868827629
commodity_supplier,9,59.11120187571215,98.46216964309133
carrier_supplier,0,50.205632417764406,117.38291390325898
carrier_supplier,1,590.8646180914681,114.8123626370989
carrier_supplier,2,702.4906226056255,176.86849052825306
carrier_supplier,3,339.0425409567148,233.16982949665623
carrier_supplier,4,216.82504686511888,224.62976754683677
carrier_supplier,5,4.222386121156158,117.37997321216142
carrier_supplier,6,321.4016155837844,208.81340044056367
carrier_supplier,7,117.4247688251898,228.74780049774103
carrier_supplier,8,348.48972517235467,237.5395705466924
carrier_supplier,9,51.70085564355332,181.7218072337552
demand_point,0,188.96663710589374,139.64252611795212
demand_point,1,76.4558161301085,82.30325520452449
demand_point,2,433.6289471110823,100.68310609451297
demand_point,3,53.83274160272348,197.90624015729372
demand_point,4,573.8334990996599,109.39002635896719
demand_point,5,361.9471578735329,194.55475955714445
demand_point,6,61.99203920455186,237.01327660890684
demand_point,7,602.3726559477318,221.59754376308825
demand_point,8,759.1147162293411,119.00630534880364
demand_point,9,314.5681793915021,179.04839735812953
demand_point,10,660.5550078328549,158.4253435911998
demand_point,11,435.5404603765044,173.771538511707
demand_point,12,333.5378243583063,83.68471091441322
demand_point,13,357.63892478936043,97.37257873848556
demand_point,14,560.4516185658445,202.6863678722462
demand_point,15,60.584743652515364,229.08561285789273
demand_point,16,86.95852419121178,104.83257715325088
demand_point,17,266.23682344521353,205.76798272281445
demand_point,18,455.25250625026536,211.8453578010009
demand_point,19,798.5136380367386,221.927986080786
