trajectory_id,demand_point_id,distance_to_trajectory,impact_radius,tau
0,1,126.04401173790058,194.62,42
0,5,131.89290607581688,194.62,42
0,6,131.78519419575733,194.62,42
0,7,41.186589488316265,194.62,42
0,8,65.15608265423599,194.62,42
0,11,167.95603081016685,194.62,42
0,13,45.55092612632984,194.62,42
0,15,78.09184747741686,194.62,42
0,16,36.32598043172785,194.62,42
1,1,39.689350964153306,194.62,42
1,3,190.58682354487425,194.62,42
1,5,6.444968832267379,194.62,42
1,7,40.92781979961795,194.62,42
1,8,128.71929510932486,194.62,42
1,11,59.70145044043692,194.62,42
1,12,157.2965043675924,194.62,42
1,13,58.4913463507664,194.62,42
1,14,109.5797856575916,194.62,42
1,15,135.72372255522225,194.62,42
1,16,138.68955164447422,194.62,42
1,17,97.40087343821115,194.62,42
1,19,59.36817661726165,194.62,42
2,0,70.87421742007113,194.62,42
2,1,171.36036156076392,194.62,42
2,2,84.93101631919747,194.62,42
2,3,19.585253181558134,194.62,42
2,4,82.95784007838478,194.62,42
2,5,124.726047869753,194.62,42
2,7,99.49186671978042,194.62,42
2,8,144.02957080468414,194.62,42
2,9,108.12723998252808,194.62,42
2,10,86.70768439566369,194.62,42
2,11,53.17906347679542,194.62,42
2,12,83.7832058019825,194.62,42
2,13,130.6121348153964,194.62,42
2,14,54.175595803848445,194.62,42
2,15,145.46272143818064,194.62,42
2,16,184.17909540924467,194.62,42
2,17,58.51361277389106,194.62,42
2,18,25.343719814262247,194.62,42
2,19,119.80158790123915,194.62,42
3,1,125.1645855962888,194.62,42
3,5,126.65717668273932,194.62,42
3,6,132.5803872090222,194.62,42
3,7,30.4784374201117,194.62,42
3,8,75.08979970434395,194.62,42
3,11,156.93579640069893,194.62,42
3,13,38.02420875567619,194.62,42
3,15,88.4892085371324,194.62,42
3,16,41.342985468964,194.62,42
4,1,42.067388020581326,194.62,42
4,3,190.58682354487425,194.62,42
4,5,10.916339601976004,194.62,42
4,7,51.48174210048186,194.62,42
4,8,142.60924078846847,194.62,42
4,11,53.44689901448258,194.62,42
4,12,157.2965043675924,194.62,42
4,13,67.21239042004963,194.62,42
4,14,108.14217894700671,194.62,42
4,15,150.31390720300263,194.62,42
4,16,148.96917967433328,194.62,42
4,17,95.30083594977488,194.62,42
4,19,59.36817661726165,194.62,42
5,0,69.49448768460499,194.62,42
5,1,176.85219642316383,194.62,42
5,2,84.40663243033258,194.62,42
5,3,22.96317276566342,194.62,42
5,4,80.85177499997336,194.62,42
5,5,130.36834185201968,194.62,42
5,7,106.37283932418453,194.62,42
5,8,154.4948813906774,194.62,42
5,9,106.89601231834315,194.62,42
5,10,85.3591837460654,194.62,42
5,11,58.71822660050599,194.62,42
5,12,87.06247687615397,194.62,42
5,13,137.2907792906334,194.62,42
5,14,58.595807170368055,194.62,42
5,15,157.65871005997639,194.62,42
5,16,191.6114836934592,194.62,42
5,17,63.120230220039275,194.62,42
5,18,26.45442841147117,194.62,42
5,19,124.14522192137345,194.62,42
6,0,152.4882581478217,194.62,42
6,1,49.5224940231253,194.62,42
6,3,84.05437448440631,194.62,42
6,4,97.28112164155355,194.62,42
6,5,8.438693151400013,194.62,42
6,6,132.61052938263,194.62,42
6,7,88.57357396993848,194.62,42
6,8,130.52199734589038,194.62,42
6,9,143.4982303177559,194.62,42
6,10,145.13074710350065,194.62,42
6,11,33.01191499754207,194.62,42
6,12,133.60163756613824,194.62,42
6,13,54.571124458202256,194.62,42
6,14,39.96404575603351,194.62,42
6,15,142.1861417570923,194.62,42
6,16,67.82191578604537,194.62,42
6,17,30.83591457977908,194.62,42
6,19,89.04543379035692,194.62,42
7,0,150.10165500617026,194.62,42
7,1,57.93161880158584,194.62,42
7,3,42.80426349375098,194.62,42
7,4,88.88652563619394,194.62,42
7,5,77.63883263106979,194.62,42
7,7,187.87854762768765,194.62,42
7,9,143.4982303177559,194.62,42
7,10,144.65523594213752,194.62,42
7,11,104.98680721825988,194.62,42
7,12,82.02137177255182,194.62,42
7,13,163.08673810298524,194.62,42
7,14,19.385891940680064,194.62,42
7,17,31.421149987751946,194.62,42
7,19,18.857912575668607,194.62,42
8,0,12.285026673320901,194.62,42
8,2,42.760773168348535,194.62,42
8,3,188.00317099653125,194.62,42
8,4,39.38373337135546,194.62,42
8,9,25.74275337443873,194.62,42
8,10,2.2541641165326083,194.62,42
8,18,77.27835476931679,194.62,42
