trajectory_id,demand_point_id,distance_to_trajectory,impact_radius,tau
0,0,70.25318395146346,194.62,42
0,1,76.22387075447996,194.62,42
0,2,107.28854956518252,194.62,42
0,10,93.97893117678997,194.62,42
0,11,87.85943866483522,194.62,42
0,12,133.6963547628219,194.62,42
0,13,86.02103610737971,194.62,42
0,15,14.524411832255122,194.62,42
0,16,114.26476923567198,194.62,42
0,17,18.412244082926875,194.62,42
0,18,29.868860590387726,194.62,42
1,0,53.31672372578469,194.62,42
1,1,94.97823105878591,194.62,42
1,2,91.28939223814616,194.62,42
1,5,181.96440682251944,194.62,42
1,10,80.1742357402531,194.62,42
1,11,115.34178754606646,194.62,42
1,12,154.30042637259234,194.62,42
1,13,75.27584810923987,194.62,42
1,15,13.25138676043847,194.62,42
1,16,99.67621112564504,194.62,42
1,17,33.91352873564998,194.62,42
1,18,40.39475252546165,194.62,42
2,0,7.945335937878754,194.62,42
2,1,136.1344492237162,194.62,42
2,2,46.01498306566945,194.62,42
2,5,117.31882115549556,194.62,42
2,8,192.37852674102768,194.62,42
2,9,178.841466001773,194.62,42
2,10,41.02676550702172,194.62,42
2,11,177.06140582733698,194.62,42
2,13,44.04535343462336,194.62,42
2,15,81.72093970108054,194.62,42
2,16,57.42401827206817,194.62,42
2,17,70.56118238656795,194.62,42
2,18,64.25533581591205,194.62,42
3,0,18.979575992514278,194.62,42
3,1,101.81942792939546,194.62,42
3,2,47.69867545416135,194.62,42
3,5,153.15392854747188,194.62,42
3,8,160.89772569326703,194.62,42
3,10,27.712725179986855,194.62,42
3,11,87.85943866483522,194.62,42
3,12,145.1144201743734,194.62,42
3,13,9.091014478633838,194.62,42
3,15,11.766098246326127,194.62,42
3,16,48.39658445502852,194.62,42
3,17,63.823765169328425,194.62,42
3,18,92.81185662501778,194.62,42
4,0,4.526507724753829,194.62,42
4,1,123.38489547348762,194.62,42
4,2,35.377065104450224,194.62,42
4,5,140.75198284212166,194.62,42
4,8,156.55125425342283,194.62,42
4,9,192.69284925888047,194.62,42
4,10,16.390617316499718,194.62,42
4,11,115.77767921756421,194.62,42
4,12,170.2246378020652,194.62,42
4,13,0.41471663244061413,194.62,42
4,15,13.347115580916038,194.62,42
4,16,37.33717080276129,194.62,42
4,17,80.81362558182096,194.62,42
4,18,106.78867752753463,194.62,42
5,0,39.094185702732354,194.62,42
5,1,182.35498065925256,194.62,42
5,2,3.292031939986721,194.62,42
5,5,96.88902281425253,194.62,42
5,8,136.1393243474328,194.62,42
5,9,156.19818484301172,194.62,42
5,10,18.384244645586623,194.62,42
5,11,188.5478497128867,194.62,42
5,13,28.944477354521325,194.62,42
5,15,86.17150263122375,194.62,42
5,16,2.3667964085347677,194.62,42
5,17,128.04229320884443,194.62,42
5,18,143.7472461025669,194.62,42
6,0,38.01243029760088,194.62,42
6,1,107.47879402231375,194.62,42
6,2,24.052139404912783,194.62,42
6,3,169.02654926167529,194.62,42
6,5,68.1689556762362,194.62,42
6,6,185.11122949672674,194.62,42
6,7,167.16791163850442,194.62,42
6,8,33.181488898918005,194.62,42
6,9,93.62378474591547,194.62,42
6,10,46.628687235612865,194.62,42
6,11,87.85943866483522,194.62,42
6,12,145.1144201743734,194.62,42
6,13,72.24914955688638,194.62,42
6,14,56.65344672395245,194.62,42
6,15,6.3890046498004995,194.62,42
6,16,29.982988631875227,194.62,42
6,17,96.95649641833876,194.62,42
6,18,137.80043859573792,194.62,42
7,0,49.42435342403736,194.62,42
7,1,127.10928439990013,194.62,42
7,2,34.31056511967789,194.62,42
7,3,168.25670649570134,194.62,42
7,5,59.52464934530817,194.62,42
7,6,181.06874133447255,194.62,42
7,7,167.01732982570658,194.62,42
7,8,27.328378675200828,194.62,42
7,9,86.8196600145675,194.62,42
7,10,56.86669462222944,194.62,42
7,11,115.77767921756421,194.62,42
7,12,170.2246378020652,194.62,42
7,13,82.17468621147486,194.62,42
7,14,53.85635561150658,194.62,42
7,15,13.347115580916038,194.62,42
7,16,39.812087013698225,194.62,42
7,17,110.4977856223049,194.62,42
7,18,150.79380357144942,194.62,42
8,0,85.15899498180276,194.62,42
8,1,188.39430627451722,194.62,42
8,2,66.5033077827039,194.62,42
8,3,164.65730361114473,194.62,42
8,5,31.784618553848592,194.62,42
8,6,167.03461081129507,194.62,42
8,7,165.38421188840294,194.62,42
8,8,8.635339034475887,194.62,42
8,9,64.70798495309265,194.62,42
8,10,88.83862163125131,194.62,42
8,11,188.5478497128867,194.62,42
8,13,112.98345402720717,194.62,42
8,14,44.640669760798644,194.62,42
8,15,86.17150263122375,194.62,42
8,16,70.6094631443774,194.62,42
8,17,153.4398052203963,194.62,42
8,18,190.8256556719101,194.62,42
