node_type,node_id,x_km,y_km
MDC,0,703.3642767504582,687.2120036386378
MDC,1,444.7423229462773,654.3033285021935
MDC,2,774.2498381570234,727.1746960291242
MDC,3,762.3606143984731,593.0528159277421
MDC,4,298.60674284730095,773.3505086294117
SA,0,773.2733114230512,88.03102535654793
SA,1,716.7639432974568,128.80127638535808
SA,2,160.1453402369143,87.49470915102071
SA,3,226.7462912603649,179.58027963688363
SA,4,62.656801295817296,107.5758171257919
SA,5,255.77698340233624,188.20612437436853
SA,6,217.99872855393568,235.39269615324287
SA,7,518.6059061226895,231.5870511454616
SA,8,111.07733520595977,221.85589399347037
SA,9,623.3508088910222,127.1458392134573
commodity_supplier,0,355.799566416248,134.50953117343897
commodity_supplier,1,798.8503884880258,131.25683092704526
commodity_supplier,2,483.3628347590112,199.1532270315061
commodity_supplier,3,201.59942449845062,177.31041301011206
commodity_supplier,4,407.87658960144375,109.84465896575244
commodity_supplier,5,727.0583586839331,219.33688045718299
commodity_supplier,6,646.5366584745889,148.63432131693585
commodity_supplier,7,278.1236975896097,201.83920920346918
commodity_supplier,8,778.1060403696873,164.434606323508
commodity_supplier,9,562.7365990136776,89.64663428120068
carrier_supplier,0,643.8814409310146,226.06499122455642
carrier_supplier,1,240.00998045831105,161.7077410369326
carrier_supplier,2,661.6834327273014,169.64065538806653
carrier_supplier,3,199.47912378725596,125.2278907191307
carrier_supplier,4,517.1790511034064,164.1303908826143
carrier_supplier,5,199.57424971371472,226.87607811978597
carrier_supplier,6,29.16561082260721,188.61631944890917
carrier_supplier,7,311.5000012998842,241.2928454849727
carrier_supplier,8,147.1350503796055,190.5491755183466
carrier_supplier,9,315.8930741926943,238.12927637710038
demand_point,0,263.3610802700385,149.00242035853506
demand_point,1,115.18606276060675,158.319064109665
demand_point,2,301.24353586193195,142.53032994178128
demand_point,3,654.2415387732299,155.70822729286084
demand_point,4,696.9676873069654,208.5867531004352
demand_point,5,392.69469104745025,195.17407361310336
demand_point,6,576.2170175549604,221.34533086281175
demand_point,7,669.6322860944092,144.29401883000983
demand_point,8,447.9922868282298,121.13860476646245
demand_point,9,454.81266086969885,187.5517842509429
demand_point,10,289.84343296709164,123.04167358687538
demand_point,11,95.90840641766732,233.0448574349346
demand_point,12,56.05340856728615,171.76824918227976
demand_point,13,284.5555877654318,96.33013166319542
demand_point,14,541.2092271723825,92.52048875948059
demand_point,15,198.11088601884845,239.99900271304318
demand_point,16,309.4586414683986,130.67633414777964
demand_point,17,175.8855248169968,132.79051193441038
demand_point,18,168.7720568065442,89.41636966210005
demand_point,19,664.6602517550764,212.4372644624404
