trajectory_id,demand_point_id,distance_to_trajectory,impact_radius,tau
0,0,170.79660625944433,194.62,42
0,1,118.79163554725334,194.62,42
0,2,94.95525431132765,194.62,42
0,3,123.70127427214662,194.62,42
0,4,80.22668621912648,194.62,42
0,5,183.01492790155493,194.62,42
0,6,13.811828555604858,194.62,42
0,7,13.234012417783115,194.62,42
0,8,27.804523772526153,194.62,42
0,9,61.05016595251382,194.62,42
0,10,156.53139074349022,194.62,42
0,11,176.81785994615188,194.62,42
0,12,95.90847758262545,194.62,42
0,13,142.81010487366996,194.62,42
0,14,5.744672019571633,194.62,42
0,15,29.02506118379479,194.62,42
0,16,123.48865315923645,194.62,42
0,17,40.977773914279,194.62,42
0,18,147.34132813828464,194.62,42
0,19,81.20295654393539,194.62,42
1,0,93.96455628917757,194.62,42
1,1,55.5631156576367,194.62,42
1,2,66.26091398264093,194.62,42
1,3,143.11053675237142,194.62,42
1,4,104.71452152862592,194.62,42
1,5,183.01492790155493,194.62,42
1,6,44.446951607410234,194.62,42
1,7,38.24721401268035,194.62,42
1,8,6.467838214830134,194.62,42
1,9,80.98131368079558,194.62,42
1,10,156.53139074349022,194.62,42
1,11,88.55177931209035,194.62,42
1,12,45.25398484084743,194.62,42
1,13,152.9432706205578,194.62,42
1,14,32.69587990283922,194.62,42
1,15,40.56473218452128,194.62,42
1,16,65.1134515808429,194.62,42
1,17,18.56310621241641,194.62,42
1,18,69.02323285751055,194.62,42
1,19,86.5305143989877,194.62,42
2,0,45.57821905900117,194.62,42
2,1,17.953981013637122,194.62,42
2,2,41.00672975191061,194.62,42
2,3,159.29436086694568,194.62,42
2,4,125.49554845228819,194.62,42
2,5,183.01492790155493,194.62,42
2,6,70.85853448579502,194.62,42
2,7,59.80259165633312,194.62,42
2,8,12.106164445910604,194.62,42
2,9,97.9157235030346,194.62,42
2,10,156.53139074349022,194.62,42
2,11,4.386666503720039,194.62,42
2,12,9.359687244663782,194.62,42
2,13,161.01850520230644,194.62,42
2,14,55.96206147269685,194.62,42
2,15,50.39958410824277,194.62,42
2,16,27.826169148033184,194.62,42
2,17,1.0055644758314275,194.62,42
2,18,23.73062414165806,194.62,42
2,19,90.74684728278547,194.62,42
3,0,170.79660625944433,194.62,42
3,1,118.79163554725334,194.62,42
3,2,91.63571429048801,194.62,42
3,3,130.03063062968485,194.62,42
3,4,84.80095410789818,194.62,42
3,6,16.28139299264859,194.62,42
3,7,17.716074771767666,194.62,42
3,8,21.948231186583605,194.62,42
3,9,67.28235492511317,194.62,42
3,10,175.2802443996811,194.62,42
3,11,176.81785994615188,194.62,42
3,12,95.90847758262545,194.62,42
3,13,152.43137198351158,194.62,42
3,14,9.543972673994041,194.62,42
3,15,38.30573050705766,194.62,42
3,16,123.48865315923645,194.62,42
3,17,35.48837700077937,194.62,42
3,18,147.34132813828464,194.62,42
3,19,92.63188119544365,194.62,42
4,0,93.96455628917757,194.62,42
4,1,55.41915858940554,194.62,42
4,2,62.35018083943161,194.62,42
4,3,149.59520781869682,194.62,42
4,4,109.83494279004779,194.62,42
4,6,47.90813756455259,194.62,42
4,7,43.19071736897157,194.62,42
4,8,0.5782427860146434,194.62,42
4,9,87.29247118842693,194.62,42
4,10,175.2802443996811,194.62,42
4,11,88.55177931209035,194.62,42
4,12,44.59760200288704,194.62,42
4,13,161.88523510018314,194.62,42
4,14,37.12399115859282,194.62,42
4,15,49.07060246265011,194.62,42
4,16,64.86319747532009,194.62,42
4,17,12.965346968452243,194.62,42
4,18,69.02323285751055,194.62,42
4,19,96.70456299167476,194.62,42
5,0,44.77227064505441,194.62,42
5,1,16.473420323010664,194.62,42
5,2,36.79884192290827,194.62,42
5,3,165.58777683082798,194.62,42
5,4,130.75789856811338,194.62,42
5,6,74.85298161718788,194.62,42
5,7,64.86827034166808,194.62,42
5,8,17.813824214957684,194.62,42
5,9,104.01938487193704,194.62,42
5,10,175.2802443996811,194.62,42
5,11,4.097221685566543,194.62,42
5,12,7.4960593220328695,194.62,42
5,13,169.10833419586908,194.62,42
5,14,60.64738832670677,194.62,42
5,15,58.05732059174232,194.62,42
5,16,26.27811432764957,194.62,42
5,17,6.488687048291531,194.62,42
5,18,22.749104244950654,194.62,42
